,year,rank,title,artist
2259,1976,40,All by Myself,Eric Carmen
2260,1976,41,Love to Love You Baby,Donna Summer
2261,1976,42,Deep Purple,Donny
2262,1976,43,Theme from Mahogany (Do You Know Where You're Going To),Diana Ross
2263,1976,44,Sweet Thing,Rufus
2264,1976,45,That's the Way (I Like It),KC and the Sunshine Band
2265,1976,46,A Little Bit More,Dr. Hook
2266,1976,47,Shannon,Henry Gross
2267,1976,48,If You Leave Me Now,Chicago
2268,1976,49,Lowdown,Boz Scaggs
2269,1976,50,Show Me the Way,Peter Frampton
2270,1976,51,Dream On,Aerosmith
2271,1976,52,I Love Music,The O'Jays
2272,1976,53,Say You Love Me,Fleetwood Mac
2273,1976,54,Times of Your Life,Paul Anka
2274,1976,55,Devil Woman,Cliff Richard
2275,1976,56,Fooled Around and Fell in Love,Elvin Bishop
2276,1976,57,Convoy,C. W. McCall
2277,1976,58,Welcome Back,John Sebastian
2278,1976,59,Sing a Song,"Earth, Wind & Fire"
2279,1976,60,Heaven Must Be Missing an Angel,Tavares
2280,1976,61,I'll Be Good to You,The Brothers Johnson
2281,1976,62,Rock and Roll Music,The Beach Boys
2282,1976,63,Shop Around,Captain & Tennille
2283,1976,64,Saturday Night,Bay City Rollers
2284,1976,65,Island Girl,Elton John
2285,1976,66,Let's Do It Again,The Staple Singers
2286,1976,67,Let 'Em In,Wings
2287,1976,68,Baby Face,Wing and a Prayer Fife and Drum Corps
2288,1976,69,This Masquerade,George Benson
2289,1976,70,Evil Woman,Electric Light Orchestra
2290,1976,71,Wham Bam,Silver
2291,1976,72,I'm Easy,Keith Carradine
2292,1976,73,Wake Up Everybody,Harold Melvin & the Blue Notes
2293,1976,74,Summer,War
2294,1976,75,Let Her In,John Travolta
2295,1976,76,Fox on the Run,Sweet
2296,1976,77,Rhiannon,Fleetwood Mac
2297,1976,78,Got to Get You into My Life,The Beatles
2298,1976,79,Fanny (Be Tender with My Love),Bee Gees
2299,1976,80,Getaway,"Earth, Wind & Fire"
2300,1976,81,She's Gone,Hall & Oates
2301,1976,82,Still the One,Orleans
2302,1976,83,You're My Best Friend,Queen
2303,1976,84,With Your Love,Jefferson Starship
2304,1976,85,Slow Ride,Foghat
2305,1976,86,Who'd She Coo?,Ohio Players
2306,1976,87,The Boys Are Back in Town,Thin Lizzy
2307,1976,88,Walk Away from Love,David Ruffin
2308,1976,89,"Baby, I Love Your Way (Live)",Peter Frampton
2309,1976,90,Young Hearts Run Free,Candi Staton
2310,1976,91,Breaking Up Is Hard to Do,Neil Sedaka
2311,1976,92,Money Honey,Bay City Rollers
2312,1976,93,Give Up the Funk (Tear the Roof off the Sucker),Parliament
2313,1976,94,Junk Food Junkie,Larry Groce
2314,1976,95,Tryin' to Get the Feeling Again,Barry Manilow
2315,1976,96,Rock and Roll All Nite (Live),Kiss
2316,1976,97,Disco Duck,Rick Dees
2317,1976,98,Take the Money and Run,Steve Miller Band
2318,1976,99,Squeeze Box,The Who
2319,1976,100,Country Boy (You Got Your Feet in L.A.),Glen Campbell
2320,1977,,,
2321,1977,1,Tonight's the Night (Gonna Be Alright),Rod Stewart
2322,1977,2,I Just Want to Be Your Everything,Andy Gibb
2323,1977,3,Best of My Love,The Emotions
2324,1977,4,Evergreen (Love Theme from A Star Is Born),Barbra Streisand
2325,1977,5,Angel in Your Arms,Hot
2326,1977,6,I Like Dreamin',Kenny Nolan
2327,1977,7,Don't Leave Me This Way,Thelma Houston
2328,1977,8,(Your Love Has Lifted Me) Higher and Higher,Rita Coolidge
2329,1977,9,Undercover Angel,Alan O'Day
2330,1977,10,Torn Between Two Lovers,Mary MacGregor
2331,1977,11,I'm Your Boogie Man,KC and the Sunshine Band
2332,1977,12,Dancing Queen,ABBA
2333,1977,13,You Make Me Feel Like Dancing,Leo Sayer
2334,1977,14,Margaritaville,Jimmy Buffett
2335,1977,15,Telephone Line,Electric Light Orchestra
2336,1977,16,Whatcha Gonna Do?,Pablo Cruise
2337,1977,17,Do You Wanna Make Love,Peter McCann
2338,1977,18,Sir Duke,Stevie Wonder
2339,1977,19,Hotel California,Eagles
2340,1977,20,Got to Give It Up,Marvin Gaye
2341,1977,21,Gonna Fly Now,Bill Conti
2342,1977,22,Southern Nights,Glen Campbell
2343,1977,23,Rich Girl,Hall & Oates
2344,1977,24,When I Need You,Leo Sayer
2345,1977,25,Hot Line,The Sylvers
2346,1977,26,Car Wash,Rose Royce
2347,1977,27,You Don't Have to Be a Star (To Be in My Show),Marilyn McCoo
2348,1977,28,Fly Like an Eagle,Steve Miller Band
2349,1977,29,Don't Give Up on Us,David Soul
2350,1977,30,On and On,Stephen Bishop
2351,1977,31,Feels Like the First Time,Foreigner
2352,1977,32,Couldn't Get It Right,Climax Blues Band
2353,1977,33,Easy,Commodores
2354,1977,34,Right Time of the Night,Jennifer Warnes
2355,1977,35,I've Got Love on My Mind,Natalie Cole
2356,1977,36,Blinded by the Light,Manfred Mann's Earth Band
2357,1977,37,Looks Like We Made It,Barry Manilow
2358,1977,38,So in to You,Atlanta Rhythm Section
2359,1977,39,Dreams,Fleetwood Mac
2360,1977,40,Enjoy Yourself,The Jacksons
2361,1977,41,Dazz,Brick
2362,1977,42,I'm in You,Peter Frampton
2363,1977,43,Lucille,Kenny Rogers
2364,1977,44,The Things We Do for Love,10cc
2365,1977,45,Da Doo Ron Ron,Shaun Cassidy
2366,1977,46,Handy Man,James Taylor
2367,1977,47,Just a Song Before I Go,"Crosby, Stills & Nash"
2368,1977,48,You and Me,Alice Cooper
2369,1977,49,Swayin' to the Music (Slow Dancing),Johnny Rivers
2370,1977,50,Lonely Boy,Andrew Gold
2371,1977,51,I Wish,Stevie Wonder
2372,1977,52,Don't Stop,Fleetwood Mac
2373,1977,53,Barracuda,Heart
2374,1977,54,Strawberry Letter 23,The Brothers Johnson
2375,1977,55,Night Moves,Bob Seger & The Silver Bullet Band
2376,1977,56,You're My World,Helen Reddy
2377,1977,57,Heard It in a Love Song,The Marshall Tucker Band
2378,1977,58,Carry On Wayward Son,Kansas
2379,1977,59,New Kid in Town,Eagles
2380,1977,60,My Heart Belongs to Me,Barbra Streisand
2381,1977,61,After the Lovin',Engelbert Humperdinck
2382,1977,62,Jet Airliner,Steve Miller Band
2383,1977,63,Stand Tall,Burton Cummings
2384,1977,64,Way Down,Elvis Presley
2385,1977,65,Weekend in New England,Barry Manilow
2386,1977,66,It Was Almost Like a Song,Ronnie Milsap
2387,1977,67,Smoke from a Distant Fire,Sanford-Townsend Band
2388,1977,68,Cold as Ice,Foreigner
2389,1977,69,Ariel,Dean Friedman
2390,1977,70,Lost Without Your Love,Bread
2391,1977,71,Star Wars Theme/Cantina Band,Meco
2392,1977,72,Float On,The Floaters
2393,1977,73,Jeans On,Lord David Dundas
2394,1977,74,Lido Shuffle,Boz Scaggs
2395,1977,75,Keep It Comin' Love,KC and the Sunshine Band
2396,1977,76,You Made Me Believe in Magic,Bay City Rollers
2397,1977,77,Livin' Thing,Electric Light Orchestra
2398,1977,78,Give a Little Bit,Supertramp
2399,1977,79,That's Rock 'n' Roll,Shaun Cassidy
2400,1977,80,Love So Right,Bee Gees
2401,1977,81,The Rubberband Man,The Spinners
2402,1977,82,I Never Cry,Alice Cooper
2403,1977,83,Nobody Does It Better,Carly Simon
2404,1977,84,High School Dance,The Sylvers
2405,1977,85,Love's Grown Deep,Kenny Nolan
2406,1977,86,Ain't Gonna Bump No More (With No Big Fat Woman),Joe Tex
2407,1977,87,I Wanna Get Next to You,Rose Royce
2408,1977,88,Somebody to Love,Queen
2409,1977,89,Muskrat Love,Captain & Tennille
2410,1977,90,Walk This Way,Aerosmith
2411,1977,91,Cherchez La Femme,Dr. Buzzard's Original Savannah Band
2412,1977,92,Year of the Cat,Al Stewart
2413,1977,93,Boogie Nights,Heatwave
2414,1977,94,Go Your Own Way,Fleetwood Mac
2415,1977,95,Sorry Seems to Be the Hardest Word,Elton John
2416,1977,96,Don't Worry Baby,B.J. Thomas
2417,1977,97,"Knowing Me, Knowing You",ABBA
2418,1977,98,How Much Love,Leo Sayer
2419,1977,99,Star Wars (Main Title),London Symphony Orchestra
2420,1977,100,Devil's Gun,C.J. & Company
2421,1978,,,
2422,1978,1,Shadow Dancing,Andy Gibb
2423,1978,2,Night Fever,Bee Gees
2424,1978,3,You Light Up My Life,Debby Boone
2425,1978,4,Stayin' Alive,Bee Gees
2426,1978,5,Kiss You All Over,Exile
2427,1978,6,How Deep Is Your Love,Bee Gees
2428,1978,7,Baby Come Back,Player
2429,1978,8,(Love Is) Thicker Than Water,Andy Gibb
2430,1978,9,Boogie Oogie Oogie,A Taste of Honey
2431,1978,10,Three Times a Lady,Commodores
2432,1978,11,Grease,Frankie Valli
2433,1978,12,I Go Crazy,Paul Davis
2434,1978,13,You're the One That I Want,John Travolta
2435,1978,14,Emotion,Samantha Sang
2436,1978,15,Lay Down Sally,Eric Clapton
2437,1978,16,Miss You,The Rolling Stones
2438,1978,17,Just the Way You Are,Billy Joel
2439,1978,18,With a Little Luck,Wings
2440,1978,19,If I Can't Have You,Yvonne Elliman
2441,1978,20,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic
2442,1978,21,Feels So Good,Chuck Mangione
2443,1978,22,Hot Child in the City,Nick Gilder
2444,1978,23,Love Is Like Oxygen,Sweet
2445,1978,24,It's a Heartache,Bonnie Tyler
2446,1978,25,We Will Rock You,Queen
2447,1978,26,Baker Street,Gerry Rafferty
2448,1978,27,Can't Smile Without You,Barry Manilow
2449,1978,28,"Too Much, Too Little, Too Late",Johnny Mathis
2450,1978,29,Dance With Me,Peter Brown
2451,1978,30,Two Out of Three Ain't Bad,Meat Loaf
2452,1978,31,Jack And Jill,Raydio
2453,1978,32,Take a Chance on Me,ABBA
2454,1978,33,Sometimes When We Touch,Dan Hill
2455,1978,34,Last Dance,Donna Summer
2456,1978,35,Hopelessly Devoted to You,Olivia Newton-John
2457,1978,36,Hot Blooded,Foreigner
2458,1978,37,You're in My Heart (The Final Acclaim),Rod Stewart
2459,1978,38,The Closer I Get to You,Roberta Flack
2460,1978,39,Dust in the Wind,Kansas
2461,1978,40,Magnet and Steel,Walter Egan
2462,1978,41,Short People,Randy Newman
2463,1978,42,Use ta Be My Girl,The O'Jays
2464,1978,43,Our Love,Natalie Cole
2465,1978,44,Love Will Find a Way,Pablo Cruise
2466,1978,45,An Everlasting Love,Andy Gibb
2467,1978,46,Love Is in the Air,John Paul Young
2468,1978,47,Goodbye Girl,David Gates
2469,1978,48,Slip Slidin' Away,Paul Simon
2470,1978,49,The Groove Line,Heatwave
2471,1978,50,Thunder Island,Jay Ferguson
2472,1978,51,Imaginary Lover,Atlanta Rhythm Section
2473,1978,52,Still the Same,Bob Seger & The Silver Bullet Band
2474,1978,53,My Angel Baby,Toby Beau
2475,1978,54,Disco Inferno,The Trammps
2476,1978,55,On Broadway,George Benson
2477,1978,56,Come Sail Away,Styx
2478,1978,57,(Every Time I Turn Around) Back in Love Again,L.T.D.
2479,1978,58,This Time I'm in It for Love,Player
2480,1978,59,You Belong to Me,Carly Simon
2481,1978,60,Here You Come Again,Dolly Parton
2482,1978,61,Blue Bayou,Linda Ronstadt
2483,1978,62,Peg,Steely Dan
2484,1978,63,You Needed Me,Anne Murray
2485,1978,64,Shame,"Evelyn ""Champagne"" King"
2486,1978,65,Reminiscing,Little River Band
2487,1978,66,Count On Me,Jefferson Starship
2488,1978,67,Baby Hold On,Eddie Money
2489,1978,68,Hey Deanie,Shaun Cassidy
2490,1978,69,Summer Nights,John Travolta
2491,1978,70,What's Your Name,Lynyrd Skynyrd
2492,1978,71,Don't It Make My Brown Eyes Blue,Crystal Gayle
2493,1978,72,Because the Night,Patti Smith Group
2494,1978,73,Every Kinda People,Robert Palmer
2495,1978,74,Copacabana,Barry Manilow
2496,1978,75,Always and Forever,Heatwave
2497,1978,76,You and I,Rick James
2498,1978,77,Serpentine Fire,"Earth, Wind & Fire"
2499,1978,78,Sentimental Lady,Bob Welch
2500,1978,79,Falling,LeBlanc
2501,1978,80,Don't Let Me Be Misunderstood,Santa Esmeralda
2502,1978,81,Bluer Than Blue,Michael Johnson
2503,1978,82,Running on Empty,Jackson Browne
2504,1978,83,Whenever I Call You 'Friend',Kenny Loggins
2505,1978,84,Fool (If You Think It's Over),Chris Rea
2506,1978,85,Get Off,Foxy
2507,1978,86,Sweet Talkin' Woman,Electric Light Orchestra
2508,1978,87,Life's Been Good,Joe Walsh
2509,1978,88,I Love the Nightlife,Alicia Bridges
2510,1978,89,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy
2511,1978,90,It's So Easy,Linda Ronstadt
2512,1978,91,Native New Yorker,Odyssey
2513,1978,92,Flash Light,Parliament
2514,1978,93,Don't Look Back,Boston
2515,1978,94,Turn to Stone,Electric Light Orchestra
2516,1978,95,I Can't Stand the Rain,Eruption
2517,1978,96,Ebony Eyes,Bob Welch
2518,1978,97,The Name of the Game,ABBA
2519,1978,98,We're All Alone,Rita Coolidge
2520,1978,99,Hollywood Nights,Bob Seger & The Silver Bullet Band
2521,1978,100,Deacon Blues,Steely Dan
2522,1979,,,
2523,1979,1,My Sharona,The Knack
2524,1979,2,Bad Girls,Donna Summer
2525,1979,3,Le Freak,Chic
2526,1979,4,Da Ya Think I'm Sexy?,Rod Stewart
2527,1979,5,Reunited,Peaches & Herb
2528,1979,6,I Will Survive,Gloria Gaynor
2529,1979,7,Hot Stuff,Donna Summer
2530,1979,8,Y.M.C.A.,Village People
2531,1979,9,Ring My Bell,Anita Ward
2532,1979,10,Sad Eyes,Robert John
2533,1979,11,Too Much Heaven,Bee Gees
2534,1979,12,MacArthur Park,Donna Summer
2535,1979,13,When You're in Love with a Beautiful Woman,Dr. Hook
2536,1979,14,Makin' It,David Naughton
2537,1979,15,Fire,The Pointer Sisters
2538,1979,16,Tragedy,Bee Gees
2539,1979,17,A Little More Love,Olivia Newton-John
2540,1979,18,Heart of Glass,Blondie
2541,1979,19,What a Fool Believes,The Doobie Brothers
2542,1979,20,Good Times,Chic
2543,1979,21,You Don't Bring Me Flowers,Neil Diamond
2544,1979,22,Knock on Wood,Amii Stewart
2545,1979,23,Stumblin' In,Suzi Quatro
2546,1979,24,Lead Me On,Maxine Nightingale
2547,1979,25,Shake Your Body (Down to the Ground),The Jacksons
2548,1979,26,Don't Cry Out Loud,Melissa Manchester
2549,1979,27,The Logical Song,Supertramp
2550,1979,28,My Life,Billy Joel
2551,1979,29,Just When I Needed You Most,Randy VanWarmer
2552,1979,30,You Can't Change That,Raydio
2553,1979,31,Shake Your Groove Thing,Peaches & Herb
2554,1979,32,I'll Never Love This Way Again,Dionne Warwick
2555,1979,33,Love You Inside Out,Bee Gees
2556,1979,34,I Want You to Want Me,Cheap Trick
2557,1979,35,The Main Event/Fight,Barbra Streisand
2558,1979,36,Mama Can't Buy You Love,Elton John
2559,1979,37,I Was Made for Dancin',Leif Garrett
2560,1979,38,After the Love Has Gone,"Earth, Wind & Fire"
2561,1979,39,Heaven Knows,Donna Summer
2562,1979,40,The Gambler,Kenny Rogers
2563,1979,41,Lotta Love,Nicolette Larson
2564,1979,42,Lady,Little River Band
2565,1979,43,Heaven Must Have Sent You,Bonnie Pointer
2566,1979,44,Hold the Line,Toto
2567,1979,45,He's the Greatest Dancer,Sister Sledge
2568,1979,46,Sharing the Night Together,Dr. Hook
2569,1979,47,She Believes in Me,Kenny Rogers
2570,1979,48,In the Navy,Village People
2571,1979,49,Music Box Dancer,Frank Mills
2572,1979,50,The Devil Went Down to Georgia,The Charlie Daniels Band
2573,1979,51,Gold,John Stewart
2574,1979,52,Goodnight Tonight,Wings
2575,1979,53,We Are Family,Sister Sledge
2576,1979,54,Rock 'n' Roll Fantasy,Bad Company
2577,1979,55,Every 1's a Winner,Hot Chocolate
2578,1979,56,Take Me Home,Cher
2579,1979,57,Boogie Wonderland,"Earth, Wind & Fire"
2580,1979,58,(Our Love) Don't Throw It All Away,Andy Gibb
2581,1979,59,What You Won't Do for Love,Bobby Caldwell
2582,1979,60,New York Groove,Ace Frehley
2583,1979,61,Sultans of Swing,Dire Straits
2584,1979,62,I Want Your Love,Chic
2585,1979,63,Chuck E.'s In Love,Rickie Lee Jones
2586,1979,64,I Love the Nightlife,Alicia Bridges
2587,1979,65,Ain't No Stoppin' Us Now,McFadden & Whitehead
2588,1979,66,Lonesome Loser,Little River Band
2589,1979,67,Renegade,Styx
2590,1979,68,Love Is the Answer,England Dan & John Ford Coley
2591,1979,69,Got to Be Real,Cheryl Lynn
2592,1979,70,Born to Be Alive,Patrick Hernandez
2593,1979,71,Shine a Little Love,Electric Light Orchestra
2594,1979,72,I Just Fall in Love Again,Anne Murray
2595,1979,73,Shake It,Ian Matthews
2596,1979,74,I Was Made for Lovin' You,Kiss
2597,1979,75,I Just Wanna Stop,Gino Vannelli
2598,1979,76,Disco Nights (Rock-Freak),GQ
2599,1979,77,Ooo Baby Baby,Linda Ronstadt
2600,1979,78,September,"Earth, Wind & Fire"
2601,1979,79,Time Passages,Al Stewart
2602,1979,80,Rise,Herb Alpert
2603,1979,81,Don't Bring Me Down,Electric Light Orchestra
2604,1979,82,Promises,Eric Clapton
2605,1979,83,Get Used to It,Roger Voudouris
2606,1979,84,How Much I Feel,Ambrosia
2607,1979,85,Suspicions,Eddie Rabbitt
2608,1979,86,You Take My Breath Away,Rex Smith
2609,1979,87,How You Gonna See Me Now,Alice Cooper
2610,1979,88,Double Vision,Foreigner
2611,1979,89,Everytime I Think of You,The Babys
2612,1979,90,I Got My Mind Made Up (You Can Get It Girl),Instant Funk
2613,1979,91,Don't Stop 'til You Get Enough,Michael Jackson
2614,1979,92,"Bad Case of Loving You (Doctor, Doctor)",Robert Palmer
2615,1979,93,Somewhere in the Night,Barry Manilow
2616,1979,94,We've Got Tonight,Bob Seger & The Silver Bullet Band
2617,1979,95,Dance the Night Away,Van Halen
2618,1979,96,Dancin' Shoes,Nigel Olsson
2619,1979,97,The Boss,Diana Ross
2620,1979,98,Sail On,Commodores
2621,1979,99,I Do Love You,GQ
2622,1979,100,"""Strange Way""",Firefall
2623,1980,,,
2624,1980,1,Call Me,Blondie
2625,1980,2,"Another Brick in the Wall, Part II",Pink Floyd
2626,1980,3,Magic,Olivia Newton-John
2627,1980,4,Rock with You,Michael Jackson
2628,1980,5,Do That to Me One More Time,Captain & Tennille
2629,1980,6,Crazy Little Thing Called Love,Queen
2630,1980,7,Coming Up,Paul McCartney
2631,1980,8,Funkytown,Lipps Inc
2632,1980,9,It's Still Rock and Roll to Me,Billy Joel
2633,1980,10,The Rose,Bette Midler
2634,1980,11,Escape (The Piña Colada Song),Rupert Holmes
2635,1980,12,Cars,Gary Numan
2636,1980,13,Cruisin,Smokey Robinson
2637,1980,14,Working My Way Back to You,The Spinners
2638,1980,15,Lost in Love,Air Supply
2639,1980,16,Little Jeannie,Elton John
2640,1980,17,Ride Like the Wind,Christopher Cross
2641,1980,18,Upside Down,Diana Ross
2642,1980,19,Please Don't Go,KC and the Sunshine Band
2643,1980,20,Babe,Styx
2644,1980,21,With You I'm Born Again,Billy Preston
2645,1980,22,Shining Star,The Manhattans
2646,1980,23,Still,Commodores
2647,1980,24,"Yes, I'm Ready",Teri DeSario
2648,1980,25,Sexy Eyes,Dr. Hook
2649,1980,26,Steal Away,Robbie Dupree
2650,1980,27,Biggest Part of Me,Ambrosia
2651,1980,28,This Is It,Kenny Loggins
2652,1980,29,Cupid,The Spinners
2653,1980,30,Let's Get Serious,Jermaine Jackson
2654,1980,31,Don't Fall in Love with a Dreamer,Kenny Rogers
2655,1980,32,Sailing,Christopher Cross
2656,1980,33,Longer,Dan Fogelberg
2657,1980,34,Coward of the County,Kenny Rogers
2658,1980,35,Ladies' Night,Kool & the Gang
2659,1980,36,Too Hot,
2660,1980,37,Take Your Time (Do It Right),The S.O.S. Band
2661,1980,38,No More Tears (Enough Is Enough),Barbra Streisand
2662,1980,39,More Love,Kim Carnes
2663,1980,40,Pop Muzik,M
2664,1980,41,Brass in Pocket,The Pretenders
2665,1980,42,Special Lady,"Ray, Goodman & Brown"
2666,1980,43,Send One Your Love,Stevie Wonder
2667,1980,44,The Second Time Around,Shalamar
2668,1980,45,We Don't Talk Anymore,Cliff Richard
2669,1980,46,Stomp!,The Brothers Johnson
2670,1980,47,Heartache Tonight,Eagles
2671,1980,48,Tired of Toein' the Line,Rocky Burnette
2672,1980,49,Better Love Next Time,Dr. Hook
2673,1980,50,Him,Rupert Holmes
2674,1980,51,Against the Wind,Bob Seger and the Silver Bullet Band
2675,1980,52,On the Radio,Donna Summer
2676,1980,53,Emotional Rescue,The Rolling Stones
2677,1980,54,Rise,Herb Alpert
2678,1980,55,All Out of Love,Air Supply
2679,1980,56,Cool Change,Little River Band
2680,1980,57,You're Only Lonely,J.D. Souther
2681,1980,58,Desire,Andy Gibb
2682,1980,59,Let My Love Open the Door,Pete Townshend
2683,1980,60,Romeo's Tune,Steve Forbert
2684,1980,61,Daydream Believer,Anne Murray
2685,1980,62,I Can't Tell You Why,Eagles
2686,1980,63,Don't Let Go,Isaac Hayes
2687,1980,64,Don't Do Me Like That,Tom Petty and the Heartbreakers
2688,1980,65,She's Out of My Life,Michael Jackson
2689,1980,66,Fame,Irene Cara
2690,1980,67,Fire Lake,Bob Seger and the Silver Bullet Band
2691,1980,68,How Do I Make You,Linda Ronstadt
2692,1980,69,Into the Night,Benny Mardones
2693,1980,70,Let Me Love You Tonight,Pure Prairie League
2694,1980,71,Misunderstanding,Genesis
2695,1980,72,An American Dream,The Dirt Band
2696,1980,73,One Fine Day,Carole King
2697,1980,74,Dim All the Lights,Donna Summer
2698,1980,75,You May Be Right,Billy Joel
2699,1980,76,"""Should've Never Let You Go""",Neil
2700,1980,77,Pilot of the Airwaves,Charlie Dore
2701,1980,78,Hurt So Bad,Linda Ronstadt
2702,1980,79,Off the Wall,Michael Jackson
2703,1980,80,I Pledge My Love,Peaches & Herb
2704,1980,81,The Long Run,Eagles
2705,1980,82,Stand by Me,Mickey Gilley
2706,1980,83,Heartbreaker,Pat Benatar
2707,1980,84,Déjà Vu,Dionne Warwick
2708,1980,85,Drivin' My Life Away,Eddie Rabbitt
2709,1980,86,Take the Long Way Home,Supertramp
2710,1980,87,Sara,Fleetwood Mac
2711,1980,88,Wait for Me,Hall & Oates
2712,1980,89,Jojo,Boz Scaggs
